t,comp_out,dual_CO2_Liq,dual_CO2_Comp,dual_Electricity,p_CO2_Liq,p_CO2_Comp,p_Electricity,alpha_CO2_Liq_per_CO2_Comp,alpha_Electricity_per_CO2_Comp,p_CO2_Comp_pred,pred_error
T4866,1.6324583333333331,-75.95558631339046,-78.64498631339046,-38.42,75.95558631339046,78.64498631339046,38.42,1.0,0.07,78.64498631339046,0.0
T4867,1.6324583333333331,-75.95558631339046,-78.64358631339046,-38.4,75.95558631339046,78.64358631339046,38.4,1.0,0.07,78.64358631339046,0.0
T4868,1.6324583333333331,-75.95558631339046,-78.63728631339046,-38.31,75.95558631339046,78.63728631339046,38.31,1.0,0.07,78.63728631339046,0.0
T4869,1.6324583333333331,-75.95558631339046,-78.62398631339046,-38.12,75.95558631339046,78.62398631339046,38.12,1.0,0.07,78.62398631339046,0.0
T4870,1.6324583333333331,-75.95558631339046,-78.61908631339045,-38.05,75.95558631339046,78.61908631339045,38.05,1.0,0.07,78.61908631339045,0.0
T4871,1.6324583333333331,-75.95558631339046,-78.61838631339046,-38.04,75.95558631339046,78.61838631339046,38.04,1.0,0.07,78.61838631339046,0.0
T4872,1.6324583333333331,-75.95558631339046,-78.61278631339046,-37.96,75.95558631339046,78.61278631339046,37.96,1.0,0.07,78.61278631339046,0.0
T4873,1.6324583333333331,-75.95558631339046,-78.58618631339046,-37.58,75.95558631339046,78.58618631339046,37.58,1.0,0.07,78.58618631339046,0.0
T4874,1.6324583333333331,-75.95558631339046,-78.54418631339045,-36.98,75.95558631339046,78.54418631339045,36.98,1.0,0.07,78.54418631339045,0.0
T4875,1.6324583333333331,-75.95558631339046,-78.54418631339045,-36.98,75.95558631339046,78.54418631339045,36.98,1.0,0.07,78.54418631339045,0.0
T4876,1.6324583333333331,-75.95558631339046,-78.54418631339045,-36.98,75.95558631339046,78.54418631339045,36.98,1.0,0.07,78.54418631339045,0.0
T4877,1.6324583333333331,-75.95558631339046,-78.59458631339045,-37.7,75.95558631339046,78.59458631339045,37.7,1.0,0.07,78.59458631339045,0.0
T4878,1.6324583333333331,-75.95558631339046,-79.11608631339045,-45.15,75.95558631339046,79.11608631339045,45.15,1.0,0.07,79.11608631339045,0.0
