t,comp_out,dual_CO2_Liq,dual_CO2_Comp,dual_Electricity,p_CO2_Liq,p_CO2_Comp,p_Electricity,alpha_CO2_Liq_per_CO2_Comp,alpha_Electricity_per_CO2_Comp,p_CO2_Comp_pred,pred_error
T0118,0.6995993046845314,-80.77628561942798,-85.23458561942797,-63.69,80.77628561942798,85.23458561942797,63.69,1.0,0.07,85.23458561942797,0.0
T0119,0.6529833333333334,-85.56745197967847,-90.02575197967846,-63.69,85.56745197967847,90.02575197967846,63.69,1.0,0.07,90.02575197967846,0.0
T0120,0.6995993046845314,-80.787695199914,-85.22289519991399,-63.36,80.787695199914,85.22289519991399,63.36,1.0,0.07,85.22289519991399,0.0
T0121,0.6529833333333334,-85.56745197967847,-90.02575197967846,-63.69,85.56745197967847,90.02575197967846,63.69,1.0,0.07,90.02575197967846,0.0
T0122,0.6529833333333334,-68.81124068205611,-73.08964068205611,-61.12,68.81124068205611,73.08964068205611,61.12,1.0,0.07,73.08964068205611,0.0
T0123,0.6529833333333334,-69.2016520507591,-73.55635205075909,-62.21,69.2016520507591,73.55635205075909,62.21,1.0,0.07,73.55635205075909,0.0
T0124,0.6529833333333334,-69.14792571561647,-73.49212571561647,-62.059999999999995,69.14792571561647,73.49212571561647,62.059999999999995,1.0,0.07,73.49212571561647,0.0
T0125,0.6529833333333334,-85.56745197967847,-89.85285197967846,-61.22,85.56745197967847,89.85285197967846,61.22,1.0,0.07,89.85285197967846,0.0
T0126,0.6529833333333334,-69.16941624967352,-73.51781624967352,-62.12,69.16941624967352,73.51781624967352,62.12,1.0,0.07,73.51781624967352,0.0
T0127,0.6529833333333334,-85.56745197967847,-89.87875197967847,-61.589999999999996,85.56745197967847,89.87875197967847,61.589999999999996,1.0,0.07,89.87875197967847,0.0
T0128,0.6529833333333334,-69.3091047210443,-73.6848047210443,-62.51,69.3091047210443,73.6848047210443,62.51,1.0,0.07,73.6848047210443,0.0
T0129,0.6529833333333334,-85.56745197967847,-90.02575197967846,-63.69,85.56745197967847,90.02575197967846,63.69,1.0,0.07,90.02575197967846,0.0
T0130,0.6529833333333334,-85.56745197967847,-90.02575197967846,-63.69,85.56745197967847,90.02575197967846,63.69,1.0,0.07,90.02575197967846,0.0
T0131,0.6529833333333334,-85.56745197967847,-89.48325197967847,-55.93999999999999,85.56745197967847,89.48325197967847,55.93999999999999,1.0,0.07,89.48325197967847,0.0
T0132,1.130353662974065,-85.56745197967847,-89.48325197967847,-55.939999999999976,85.56745197967847,89.48325197967847,55.939999999999976,1.0,0.07,89.48325197967847,0.0
T0133,1.6324583333333331,-85.56745197967847,-89.26765197967846,-52.86,85.56745197967847,89.26765197967846,52.86,1.0,0.07,89.26765197967846,0.0
T0134,1.6324583333333331,-85.56745197967847,-89.24157697967847,-52.487500000000004,85.56745197967847,89.24157697967847,52.487500000000004,1.0,0.07,89.24157697967847,0.0
T0135,1.6324583333333331,-85.56745197967847,-89.24157697967847,-52.487500000000004,85.56745197967847,89.24157697967847,52.487500000000004,1.0,0.07,89.24157697967847,0.0
T0136,1.6324583333333331,-85.56745197967847,-89.24157697967847,-52.487500000000004,85.56745197967847,89.24157697967847,52.487500000000004,1.0,0.07,89.24157697967847,0.0
T0137,1.6324583333333331,-85.56745197967847,-89.29705197967847,-53.28,85.56745197967847,89.29705197967847,53.28,1.0,0.07,89.29705197967847,0.0
T0138,1.6324583333333331,-85.56745197967847,-89.43495197967847,-55.25,85.56745197967847,89.43495197967847,55.25,1.0,0.07,89.43495197967847,0.0
T0139,1.6324583333333331,-85.56745197967847,-89.36495197967847,-54.25,85.56745197967847,89.36495197967847,54.25,1.0,0.07,89.36495197967847,0.0
T0140,1.6324583333333331,-85.56745197967847,-89.27045197967847,-52.9,85.56745197967847,89.27045197967847,52.9,1.0,0.07,89.27045197967847,0.0
T0141,1.6324583333333331,-85.56745197967847,-89.20395197967846,-51.95,85.56745197967847,89.20395197967846,51.95,1.0,0.07,89.20395197967846,0.0
T0142,1.6324583333333331,-85.56745197967847,-89.17735197967846,-51.57,85.56745197967847,89.17735197967846,51.57,1.0,0.07,89.17735197967846,0.0
T0143,1.6324583333333331,-85.56745197967847,-89.11715197967847,-50.71,85.56745197967847,89.11715197967847,50.71,1.0,0.07,89.11715197967847,0.0
T0144,1.6324583333333331,-85.56745197967847,-89.08355197967846,-50.23,85.56745197967847,89.08355197967846,50.23,1.0,0.07,89.08355197967846,0.0
T0145,1.6324583333333331,-85.56745197967847,-88.79515197967847,-46.11,85.56745197967847,88.79515197967847,46.11,1.0,0.07,88.79515197967847,0.0
T0146,1.6324583333333331,-85.56745197967847,-88.92605197967846,-47.98,85.56745197967847,88.92605197967846,47.98,1.0,0.07,88.92605197967846,0.0
T0147,1.6324583333333331,-85.56745197967847,-88.91625197967846,-47.84,85.56745197967847,88.91625197967846,47.84,1.0,0.07,88.91625197967846,0.0
T0148,1.6324583333333331,-85.56745197967847,-88.79515197967847,-46.11,85.56745197967847,88.79515197967847,46.11,1.0,0.07,88.79515197967847,0.0
T0149,1.6324583333333331,-85.56745197967847,-88.79515197967847,-46.11,85.56745197967847,88.79515197967847,46.11,1.0,0.07,88.79515197967847,0.0
T0150,1.6324583333333331,-85.56745197967847,-88.90085197967846,-47.62,85.56745197967847,88.90085197967846,47.62,1.0,0.07,88.90085197967846,0.0
T0151,1.6324583333333331,-85.56745197967847,-89.47135197967847,-55.77,85.56745197967847,89.47135197967847,55.77,1.0,0.07,89.47135197967847,0.0
T0152,0.6995993046845314,-80.91562079930372,-85.09182079930372,-59.66,80.91562079930372,85.09182079930372,59.66,1.0,0.07,85.09182079930372,0.0
T0153,0.6995993046845314,-80.97508891577671,-85.03088891577671,-57.94,80.97508891577671,85.03088891577671,57.94,1.0,0.07,85.03088891577671,0.0
T0154,0.6529833333333334,-85.56745197967847,-89.55045197967847,-56.9,85.56745197967847,89.55045197967847,56.9,1.0,0.07,89.55045197967847,0.0
T0155,0.6529833333333334,-85.56745197967847,-89.50705197967847,-56.28,85.56745197967847,89.50705197967847,56.28,1.0,0.07,89.50705197967847,0.0
T0156,1.6324583333333331,-85.56745197967847,-89.45665197967847,-55.56,85.56745197967847,89.45665197967847,55.56,1.0,0.07,89.45665197967847,0.0
T0157,1.6324583333333331,-85.56745197967847,-89.42725197967847,-55.14,85.56745197967847,89.42725197967847,55.14,1.0,0.07,89.42725197967847,0.0
T0158,1.6324583333333331,-85.56745197967847,-89.35865197967847,-54.16,85.56745197967847,89.35865197967847,54.16,1.0,0.07,89.35865197967847,0.0
T0159,1.6324583333333331,-85.56745197967847,-89.32855197967847,-53.73,85.56745197967847,89.32855197967847,53.73,1.0,0.07,89.32855197967847,0.0
T0160,1.6324583333333331,-85.56745197967847,-89.29495197967847,-53.25,85.56745197967847,89.29495197967847,53.25,1.0,0.07,89.29495197967847,0.0
T0161,1.6324583333333331,-85.56745197967847,-89.29565197967847,-53.26,85.56745197967847,89.29565197967847,53.26,1.0,0.07,89.29565197967847,0.0
T0162,1.6324583333333331,-85.56745197967847,-89.30685197967847,-53.42,85.56745197967847,89.30685197967847,53.42,1.0,0.07,89.30685197967847,0.0
T0163,1.6324583333333331,-85.56745197967847,-89.08075197967847,-50.19,85.56745197967847,89.08075197967847,50.19,1.0,0.07,89.08075197967847,0.0
T0164,1.6324583333333331,-85.56745197967847,-88.72305197967847,-45.08,85.56745197967847,88.72305197967847,45.08,1.0,0.07,88.72305197967847,0.0
T0165,1.6324583333333331,-85.56745197967847,-88.43465197967846,-40.96,85.56745197967847,88.43465197967846,40.96,1.0,0.07,88.43465197967846,0.0
T0166,1.6324583333333331,-85.56745197967847,-88.18545197967846,-37.4,85.56745197967847,88.18545197967846,37.4,1.0,0.07,88.18545197967846,0.0
T0167,1.6324583333333331,-85.56745197967847,-87.04795197967847,-21.15,85.56745197967847,87.04795197967847,21.15,1.0,0.07,87.04795197967847,0.0
T0168,1.6324583333333331,-85.56745197967847,-86.82325197967846,-17.94,85.56745197967847,86.82325197967846,17.94,1.0,0.07,86.82325197967846,0.0
T0169,1.6324583333333331,-85.56745197967847,-86.82325197967846,-17.94,85.56745197967847,86.82325197967846,17.94,1.0,0.07,86.82325197967846,0.0
T0170,1.6324583333333331,-85.56745197967847,-87.03115197967847,-20.91,85.56745197967847,87.03115197967847,20.91,1.0,0.07,87.03115197967847,0.0
T0171,1.6324583333333331,-85.56745197967847,-86.57055197967847,-14.33,85.56745197967847,86.57055197967847,14.33,1.0,0.07,86.57055197967847,0.0
T0172,1.6324583333333331,-85.56745197967847,-86.57055197967847,-14.33,85.56745197967847,86.57055197967847,14.33,1.0,0.07,86.57055197967847,0.0
T0173,1.6324583333333331,-85.56745197967847,-86.86665197967847,-18.56,85.56745197967847,86.86665197967847,18.56,1.0,0.07,86.86665197967847,0.0
