t,comp_out,dual_CO2_Liq,dual_CO2_Comp,dual_Electricity,p_CO2_Liq,p_CO2_Comp,p_Electricity,alpha_CO2_Liq_per_CO2_Comp,alpha_Electricity_per_CO2_Comp,p_CO2_Comp_pred,pred_error
T4303,1.6324583333333331,-274.74902727895847,-299.3085272789585,-350.85,274.74902727895847,299.3085272789585,350.85,1.0,0.07,299.3085272789585,0.0
T4304,0.8477525641037361,-274.74902727895847,-301.83552727895847,-386.95,274.74902727895847,301.83552727895847,386.95,1.0,0.07,301.83552727895847,0.0
T4305,1.6324583333333331,-274.74902727895847,-300.3277272789585,-365.41,274.74902727895847,300.3277272789585,365.41,1.0,0.07,300.3277272789585,0.0
T4306,1.6324583333333331,-274.74902727895847,-297.82382727895845,-329.64,274.74902727895847,297.82382727895845,329.64,1.0,0.07,297.82382727895845,0.0
T4307,1.6324583333333331,-274.74902727895847,-297.2141272789585,-320.93,274.74902727895847,297.2141272789585,320.93,1.0,0.07,297.2141272789585,0.0
T4308,1.6324583333333331,-274.74902727895847,-296.0227272789585,-303.91,274.74902727895847,296.0227272789585,303.91,1.0,0.07,296.0227272789585,0.0
T4309,1.6324583333333331,-274.74902727895847,-295.36752727895845,-294.55,274.74902727895847,295.36752727895845,294.55,1.0,0.07,295.36752727895845,0.0
T4310,1.6324583333333331,-274.74902727895847,-295.36752727895845,-294.55,274.74902727895847,295.36752727895845,294.55,1.0,0.07,295.36752727895845,0.0
T4311,1.6324583333333331,-274.74902727895847,-295.8085272789585,-300.85,274.74902727895847,295.8085272789585,300.85,1.0,0.07,295.8085272789585,0.0
T4312,1.6324583333333331,-274.74902727895847,-296.37272727895845,-308.91,274.74902727895847,296.37272727895845,308.91,1.0,0.07,296.37272727895845,0.0
T4313,1.6324583333333331,-274.74902727895847,-298.6239272789585,-341.07,274.74902727895847,298.6239272789585,341.07,1.0,0.07,298.6239272789585,0.0
T4314,0.6529833333333334,-274.74902727895847,-300.56922727895846,-368.86,274.74902727895847,300.56922727895846,368.86,1.0,0.07,300.56922727895846,0.0
T4317,0.6529833333333334,-274.74902727895847,-300.43202727895846,-366.9,274.74902727895847,300.43202727895846,366.9,1.0,0.07,300.43202727895846,0.0
T4318,1.6324583333333331,-274.74902727895847,-299.44292727895845,-352.77,274.74902727895847,299.44292727895845,352.77,1.0,0.07,299.44292727895845,0.0
T4319,1.6324583333333331,-274.74902727895847,-294.5952872789585,-283.51800000000003,274.74902727895847,294.5952872789585,283.51800000000003,1.0,0.07,294.5952872789585,0.0
T4320,1.6324583333333331,-274.74902727895847,-295.6398272789585,-298.44,274.74902727895847,295.6398272789585,298.44,1.0,0.07,295.6398272789585,0.0
T4321,1.6324583333333331,-274.74902727895847,-294.76762727895846,-285.97999999999996,274.74902727895847,294.76762727895846,285.97999999999996,1.0,0.07,294.76762727895846,0.0
T4322,1.6324583333333331,-274.74902727895847,-294.19922727895846,-277.86,274.74902727895847,294.19922727895846,277.86,1.0,0.07,294.19922727895846,0.0
T4323,1.6324583333333331,-274.74902727895847,-294.20902727895844,-278.0,274.74902727895847,294.20902727895844,278.0,1.0,0.07,294.20902727895844,0.0
T4324,1.6324583333333331,-274.74902727895847,-294.19922727895846,-277.86,274.74902727895847,294.19922727895846,277.86,1.0,0.07,294.19922727895846,0.0
T4325,1.6324583333333331,-274.74902727895847,-294.19922727895846,-277.86,274.74902727895847,294.19922727895846,277.86,1.0,0.07,294.19922727895846,0.0
T4326,1.6324583333333331,-274.74902727895847,-298.5329272789585,-339.77,274.74902727895847,298.5329272789585,339.77,1.0,0.07,298.5329272789585,0.0
T4327,1.6324583333333331,-274.74902727895847,-300.64132727895844,-369.89,274.74902727895847,300.64132727895844,369.89,1.0,0.07,300.64132727895844,0.0
T4328,0.9844750000000247,-275.7862984675298,-302.36039846752976,-379.63,275.7862984675298,302.36039846752976,379.63,1.0,0.07,302.36039846752976,0.0
T4329,1.6324583333333331,-275.7862984675298,-299.7087984675298,-341.75,275.7862984675298,299.7087984675298,341.75,1.0,0.07,299.7087984675298,0.0
T4330,1.6324583333333331,-275.7862984675298,-296.7176984675298,-299.02,275.7862984675298,296.7176984675298,299.02,1.0,0.07,296.7176984675298,0.0
T4331,1.6324583333333331,-275.7862984675298,-294.9676984675298,-274.02,275.7862984675298,294.9676984675298,274.02,1.0,0.07,294.9676984675298,0.0
T4332,1.6324583333333331,-275.7862984675298,-295.1286984675298,-276.32,275.7862984675298,295.1286984675298,276.32,1.0,0.07,295.1286984675298,0.0
T4333,1.6324583333333331,-275.7862984675298,-294.6141984675298,-268.97,275.7862984675298,294.6141984675298,268.97,1.0,0.07,294.6141984675298,0.0
T4334,1.6324583333333331,-275.7862984675298,-295.2511984675298,-278.07,275.7862984675298,295.2511984675298,278.07,1.0,0.07,295.2511984675298,0.0
T4335,1.6324583333333331,-275.7862984675298,-295.79159846752975,-285.79,275.7862984675298,295.79159846752975,285.79,1.0,0.07,295.79159846752975,0.0
T4336,1.6324583333333331,-275.7862984675298,-298.4725984675298,-324.09,275.7862984675298,298.4725984675298,324.09,1.0,0.07,298.4725984675298,0.0
T4337,0.6529833333333334,-274.6843736413796,-300.7551736413796,-372.44,274.6843736413796,300.7551736413796,372.44,1.0,0.07,300.7551736413796,0.0
