t,dual_CO2_Liq,p_CO2_Liq,dual_Electricity,p_Electricity,comp_in_CO2_Liq,comp_in_Electricity,comp_out_CO2_Comp,wedge_0.07_p_el,store_volume,store_charge_Fuelusetotal,store_discharge,dual_storage_balance_lambda,dual_soc_max_mu,dual_terminal_soc_nu,comp_on,store_charge_on,store_discharge_on,any_activity,idle_but_priced
T4958,-57.382450000000006,57.382450000000006,-122.34,122.34,1.6324583333333331,0.11427208333333333,1.6324583333333331,8.5638,39.176499999999926,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4959,-57.382450000000006,57.382450000000006,-122.34000000000002,122.34000000000002,1.6324583333333331,0.11427208333333333,1.6324583333333331,8.563800000000002,39.17699999999993,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4960,-57.382450000000006,57.382450000000006,-122.34000000000002,122.34000000000002,1.6324583333333331,0.11427208333333333,1.6324583333333331,8.563800000000002,39.17749999999993,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4961,-57.382450000000006,57.382450000000006,-127.2,127.2,1.6324583333333331,0.11427208333333333,1.6324583333333331,8.904000000000002,39.17799999999993,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4962,-57.382450000000006,57.382450000000006,-136.79,136.79,1.6324583333333331,0.11427208333333333,1.6324583333333331,9.5753,39.178499999999936,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4963,-57.382450000000006,57.382450000000006,-152.66,152.66,1.6324583333333331,0.11427208333333333,1.6324583333333331,10.686200000000001,39.17899999999994,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4964,-57.382450000000006,57.382450000000006,-191.09,191.09,1.6324583333333331,0.11427208333333333,1.6324583333333331,13.376300000000002,39.17949999999994,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4965,-57.382450000000006,57.382450000000006,-149.9,149.9,1.6324583333333331,0.11427208333333333,1.6324583333333331,10.493000000000002,39.17999999999994,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4966,-57.382450000000006,57.382450000000006,-149.59,149.59,1.6324583333333331,0.11427208333333333,1.6324583333333331,10.471300000000001,39.180499999999945,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4967,-57.382450000000006,57.382450000000006,-146.338,146.338,1.6324583333333331,0.11427208333333333,1.6324583333333331,10.24366,39.18099999999995,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
